,0,1,2,3
1775,It Must Be Love, Alan Jackson,spotify:track:16OFkCrdYH524sqvTPt6CT,2000
1776,Incomplete, Sisqo,spotify:track:3w8Mw9GHYepoTWOSdiyosj,2000
1777,Thats The Way, Jo Dee Messina,spotify:track:296XGtH5MeGisqD3uAz6Q6,2000
1778,Taking You Home, Don Henley,spotify:track:114ZIcx0S3gJkZmT3wmGte,2000
1779,Cold Day In July, Dixie Chicks,spotify:track:2dtitppHZmA0MxLZ3Giq3o,2000
1780,I Disappear, Metallica,spotify:track:51Vic2Yi71YKNtLbyJKgQt,2000
1781,Buy Me A Rose, Kenny Rogers With Alison Krauss & Billy Dean,N/A,2000
1782,Shut Up," Trick Daddy Featuring Duece Poppito, Trina, Co",N/A,2000
1783,Its So Hard, Big Punisher Featuring Donell Jones,spotify:track:5NQdweL8O7nGdM7e4IS1lf,2000
1784,Youll Always Be Loved By Me, Brooks & Dunn,spotify:track:1migZXJuB0tB2pFucCtEm5,2000
1785,One Voice, Billy Gilman,spotify:track:3ZdA3QuqHqOJdsczRwT1hg,2000
1786,Monica, Before Dark,spotify:track:6oF2p0mye6O6cexdEeRfDf,2000
1787,You Owe Me, NAS Featuring Ginuwine,N/A,2000
1788,3 Little Words, Nu Flavor,spotify:track:4alLyN9my0O1SD9y097cPl,2000
1789,Someday Out Of The Blue, Elton John,spotify:track:1MtLyoONKfK41bQONcARsn,2000
1790,Carlene, Phil Vassar,spotify:track:339hc1FygD8oJl4kg24IjG,2000
1791,Riddle, En Vogue,spotify:track:5AYyDRotbApDiucOpJnFGr,2000
1792,When You Need My Love, Darryl Worley,spotify:track:4YVn5jM7iJqjQLu1gRhP2W,2000
1793,Take That," Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",N/A,2000
1794,Been There, Clint Black With Steve Wariner,spotify:track:1fZTBWodPt5YcAwdJdccU2,2000
1795,Feelin So Good, Jennifer Lopez Featuring Big Pun & Fat Joe,spotify:track:1AlvKwk3NBZ8lAt7GC6SiT,2000
1796,Whoa!, Black Rob,spotify:track:71u5SjnkSQgzIt1UzHchbi,2000
1797,Goodbye Earl, Dixie Chicks,spotify:track:7rqaqQurHzR5xHAhdm1gmM,2000
1798,Back At One, Mark Wills,spotify:track:72MSivvHmzBcpSvcHRyf9b,2000
1799,Thats What Im Looking For, Da Brat,spotify:track:3hVNySmPHrzsrpwxL3j6vT,2000
1800,If You Had My Love, Jennifer Lopez,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,1999
1801,Last Kiss, Pearl Jam,spotify:track:0QnONzv3TvHAWk294h6DaQ,1999
1802,Livin La Vida Loca, Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,1999
1803,No Scrubs, TLC,spotify:track:1KGi9sZVMeszgZOWivFpxs,1999
1804,Where My Girls At?, 702,spotify:track:4VSyH8AkIt3kaR5xIPFVVi,1999
1805,I Want It That Way, Backstreet Boys,spotify:track:6e40mgJiCid5HRAGrbpGA6,1999
1806,The Hardest Thing, 98 Degrees,spotify:track:7EEdDKopE2INq8y1sOZuhU,1999
1807,Fortunate, Maxwell,spotify:track:0atAqF01mqwYOOfXVHu51F,1999
1808,Kiss Me, Sixpence None The Richer,spotify:track:754kgU5rWscRTfvlsuEwFp,1999
1809,That Dont Impress Me Much, Shania Twain,spotify:track:0KvLsZYwodakWxOQUYAR5I,1999
1810,Its Not Right But Its Okay, Whitney Houston,spotify:track:7861kBrZ5aw7o4NfggcyYW,1999
1811,808, Blaque,spotify:track:1Pqv7l6vxjBxd5fx4bWchC,1999
1812,Wild Wild West, Will Smith Featuring Dru Hill & Kool Mo Dee,spotify:track:4XdqYlGXK7wGFdDVlBynwP,1999
1813,Chantes Got A Man, Chante Moore,spotify:track:2siv7IrEa2khUf70k7vp49,1999
1814,Happily Ever After, Case,spotify:track:21fXrzSxu2y51Yqf57QycI,1999
1815,No Pigeons, Sporty Thievz Featuring Mr. Woods,N/A,1999
1816,Almost Doesnt Count, Brandy,spotify:track:5ZCv9I8mgChcYkSrLuLSTc,1999
1817,Who Dat, JT Money Featuring Sole,N/A,1999
1818,Every Morning, Sugar Ray,spotify:track:6Neq7tjnknt4URNI8txFL4,1999
1819,Give It To You, Jordan Knight,spotify:track:6miou5rcSI3TqJWTKizJJI,1999
1820,All Star, Smash Mouth,spotify:track:3cfOd4CMv2snFaKAnMdnvK,1999
1821,Anywhere, 112 Featuring Lil'z,N/A,1999
1822,Slide, Goo Goo Dolls,spotify:track:0nnwn7LWHCAu09jfuH1xTA,1999
1823,Please Remember Me, Tim McGraw,spotify:track:4C5pVpypNmXpSN42rIqmpK,1999
1824,What Its Like, Everlast,spotify:track:0kEQwPz9SrMN8E5iL9cxQL,1999
1825,Believe, Cher,spotify:track:2goLsvvODILDzeeiT4dAoR,1999
1826,Sometimes, Britney Spears,spotify:track:1UI0l2L66HJ9AtoEOlHzv4,1999
1827,I Will Remember You (Live), Sarah McLachlan,spotify:track:0xzDbdFFnPz9CiQ0YZMq4K,1999
1828,Sweet Lady, Tyrese,spotify:track:1Dx8rIZaXzZPvUQRF2j9hB,1999
1829,Write This Down, George Strait,spotify:track:5dHTF27CQvA7ktMvytr0Qc,1999
1830,Tell Me Its Real, K-Ci & JoJo,spotify:track:6Bd9hh3O9DMjm8hws64D0z,1999
1831,Did You Ever Think, R. Kelly,spotify:track:3x6QCo3LClrqiJF19w8daE,1999
1832,God Must Have Spent A Little More Time On You, Alabama Featuring 'N Sync,N/A,1999
1833,Heartbreak Hotel, Whitney Houston Feat. Faith Evans & Kelly Price,spotify:track:7eUKT0P0PPZBDOS8uDdySa,1999
1834,Holla Holla, Ja Rule,spotify:track:27te5wEv1SXij9SP9d1Rib,1999
1835,Fly Away, Lenny Kravitz,spotify:track:1OxcIUqVmVYxT6427tbhDW,1999
1836,Whatever You Say, Martina McBride,spotify:track:2fwTF4pELhEkd6sk3D1PnL,1999
1837,Beautiful Stranger, Madonna,spotify:track:3DlRZM6zKSlAZigHbJQ3cp,1999
1838,Amazed, Lonestar,spotify:track:6iNcyWk5iUEY7P9zeTc5hm,1999
1839,Back 2 Good, matchbox 20,spotify:track:64XSAtXpCJUmadm3fkpH4z,1999
1840,With You, Lila McCann,spotify:track:10OvXiitSHEoxWLulzqG9s,1999
1841,Lesson In Leavin, Jo Dee Messina,spotify:track:2g0BAZVaLlK8GeTVzF6hQ6,1999
1842,Angel Of Mine, Monica,spotify:track:1AM1o0mKbgAK5oMpY8B3Z7,1999
1843,Two Teardrops, Steve Wariner,spotify:track:2isKldvQXdxTQ5EpGkfTuK,1999
1844,Better Days (And The Bottom Drops Out), Citizen King,spotify:track:460Wn6Dq2uMviG5nPXtPnb,1999
1845,If You (Lovin Me), Silk,spotify:track:2Dhvr9FffaScu2bGJBM4O1,1999
1846,Tonight The Heartaches On Me, Dixie Chicks,spotify:track:5oiWBxCWiFGmMfSclRgQHB,1999
1847,Praise You, Fatboy Slim,spotify:track:21RDsw7wzUJNl2FbWTgEfJ,1999
1848,...Baby One More Time, Britney Spears,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,1999
1849,A Night To Remember, Joe Diffie,spotify:track:7r45fN7xpmDIOxKIyPb6qb,1999
1850,Scar Tissue, Red Hot Chili Peppers,spotify:track:1G391cbiT3v3Cywg8T7DM1,1999
1851,"Bills, Bills, Bills", Destiny's Child,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,1999
1852,My Own Worst Enemy, Lit,spotify:track:33iv3wnGMrrDugd7GBso1z,1999
1853,One Honest Heart, Reba,spotify:track:7Ck8dr0lr64fRQpivQiGh7,1999
1854,You Wont Ever Be Lonely, Andy Griggs,spotify:track:0wfr8FjpLXIO1YjqEyVCg5,1999
1855,Whats It Gonna Be?!, Busta Rhymes Featuring Janet,N/A,1999
1856,Strong Enough, Cher,spotify:track:144JMbvbR5txNzoZ112wo4,1999
1857,Single White Female, Chely Wright,spotify:track:3rDYYPicaQbT2rcpdfqQF9,1999
1858,Hey Leonardo (She Likes Me For Me), Blessid Union Of Souls,spotify:track:5ygrcmlvlj7pgPZJyAR5jF,1999
1859,Man! I Feel Like A Woman!, Shania Twain,spotify:track:0IF0vGwaJQ8ZCh0QxhW6OV,1999
1860,Little Good-Byes, SHeDAISY,spotify:track:3H91XI59XwKMS7NrORTDSa,1999
1861,Blue Monday, Orgy,spotify:track:5267gVdYWrLoz6ClOhlqmE,1999
1862,I Could Not Ask For More, Edwin McCain,spotify:track:6SL31rlFI8KcAgCNnuU0eH,1999
1863,You, Jesse Powell,spotify:track:0hcW7qPqWWJc8189OaqQvX,1999
1864,"The Cup Of Life (The Official Song Of The World Cup, France 98)", Ricky Martin,spotify:track:68CzXNGAMmb3k5MhLu0xVb,1999
1865,Everything Is Everything, Lauryn Hill,spotify:track:7t86fVeDAd63ThaR0ZkxXS,1999
1866,Rollercoaster, B*Witched,spotify:track:4XQgdczvOapXHBiMc5ovlo,1999
1867,Shes So High, Tal Bachman,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,1999
1868,Lately, Tyrese,spotify:track:0XmTCQWHgf6dOXJeLjXrzr,1999
1869,Crazy Little Thing Called Love, Dwight Yoakam,spotify:track:5Jc5FzzI9xN8cYDiKlKpr1,1999
1870,Hello L.O.V.E., John Michael Montgomery,spotify:track:5lru6HXsHfOThha9UExPEG,1999
1871,How Forever Feels, Kenny Chesney,spotify:track:2HmMklpgK8vGCpJmPpz1yG,1999
1872,Anyone Else, Collin Raye,spotify:track:2xvsy2gEUN5AI3PlFNm2Fm,1999
1873,Shes Always Right, Clay Walker,spotify:track:6TZIPLYJLGXKw7Q4JJ3ujF,1999
1874,Wish You Were Here, Mark Wills,spotify:track:24SM5UDYgjEzNUcVu2cURV,1999
1875,Unpretty, TLC,spotify:track:0BUoLE4o9eVahDHvTqak67,1999
1876,Millennium, Robbie Williams,spotify:track:1nrackcWUBo87xecPgry2G,1999
1877,Who Needs Pictures, Brad Paisley,spotify:track:79DjV1vsU6yVoCbrQNNDdI,1999
1878,We Like To Party!, Vengaboys,spotify:track:3UL6Lzsocv9Ucizgzid2B0,1999
1879,The Secret Of Life, Faith Hill,spotify:track:5wYgJcEdKam1nYSybFuOIe,1999
1880,My Favorite Girl, Dave Hollister,spotify:track:7hWod2nZxzIewqWEw45iUR,1999
1881,Jigga My N****, JAY-Z,spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK,1999
1882,Nann, Trick Daddy Featuring Trina,N/A,1999
1883,You Are Everything, Dru Hill,spotify:track:79IjeSGwqOoKrbD1O6KKcu,1999
1884,Slave To The Habit, Shane Minor,spotify:track:7ICLuA4y58x4DU0hqbSap5,1999
1885,Sitting Home, Total,spotify:track:6sSRhTPxBomvVYAyLpkLa1,1999
1886,I Drive Myself Crazy, 'N Sync,spotify:track:2lFmoFR906U2ztvMMuJ0ep,1999
1887,Ill Think Of A Reason Later, Lee Ann Womack,spotify:track:7ygWc80Ao1nhcV2D6Q3zPa,1999
1888,Anything But Down, Sheryl Crow,spotify:track:0nXvEWlc2YvVNztYOM3Y1w,1999
1889,One, Creed,spotify:track:42T2QQv3xgBlpQxaSP7lnK,1999
1890,It Aint My Fault 1 & 2, Silkk The Shocker Featuring Mystikal,N/A,1999
1891,Life, K-Ci & JoJo,spotify:track:5GorFaKkP2mLREQvhSblIg,1999
1892,Whats So Different, Ginuwine,spotify:track:7jgZiwNyTH08evb3bDLfIy,1999
1893,Watch Out Now, The Beatnuts Featuring Yellaklaw,N/A,1999
1894,Heavy, Collective Soul,spotify:track:2H460ZUwS63N9vLGEFmjZJ,1999
1895,Shes A Bitch," Missy ""Misdemeanor"" Elliott",N/A,1999
1896,Its Over Now, Deborah Cox,spotify:track:2iUwgnyYykjFu1f7YikoTX,1999
1897,Why Dont You Get A Job?, The Offspring,spotify:track:0sNKiz82ATCvT3f3XVVUUj,1999
1898,Let Me Know, Cam'ron,spotify:track:0r4JouW8TLfT8t4sgj4MAQ,1999
1899,Players Holiday, T.W.D.Y. Featuring Too Short & Mac Mall,N/A,1999
1900,The Boy Is Mine, Brandy & Monica,spotify:track:2EDAFpKAEUyh7KIDCvzX9A,1998
1901,Youre Still The One, Shania Twain,spotify:track:7wCH9DbgRs7ujHeqNy6oAS,1998
1902,Too Close, Next,spotify:track:5IFCyWplye09HytIP80RCF,1998
1903,My All, Mariah Carey,spotify:track:3RSpK5Y0y5tl25qvssrwJ6,1998
1904,I Get Lonely, Janet Featuring BLACKstreet,N/A,1998
1905,Everybody [Backstreets Back], Backstreet Boys,spotify:track:5WTxbyWTpoqhdxEN2szOnl,1998
1906,They Dont Know, Jon B,spotify:track:6YdEfXtj0YI5IbiJqVyT1c,1998
1907,All My Life, K-Ci & JoJo,spotify:track:5GorFaKkP2mLREQvhSblIg,1998
1908,Adia, Sarah McLachlan,spotify:track:0rl84FuazRHYmK72krdmA1,1998
1909,Truly Madly Deeply, Savage Garden,spotify:track:013AWvizllIUEC2FOBzOnh,1998
1910,The Arms Of The One Who Loves You, Xscape,spotify:track:6Zyk31Yyk7AUU1TTJn7plb,1998
1911,Sex And Candy, Marcy Playground,spotify:track:5mkGfmJGFZpwK9nA5amOhv,1998
1912,My Way, Usher,spotify:track:47TqCCnEliDp8NRDyIQoQq,1998
1913,Body Bumpin Yippie-Yi-Yo, Public Announcement,spotify:track:2ksxIiac6CC4jO0EtinlQM,1998
1914,Say It, Voices Of Theory,spotify:track:5919i3Sp9U2IE5m7hhlgSw,1998
1915,Its All About Me, Mya & Sisqo,spotify:track:5mt4eeTXyg9juFFQiudO1C,1998
1916,Lets Ride, Montell Jordan Feat. Master P & Silkk The Shocker,spotify:track:5bVyYIr7UDVNCsDDLvEJam,1998
1917,I Got The Hook Up!, Master P Featuring Sons Of Funk,N/A,1998
1918,I Want You Back, 'N Sync,spotify:track:5YTMRAT4yKgFrepF8Hi3mY,1998
1919,Turn It Up [Remix]/Fire It Up, Busta Rhymes,spotify:track:0Cwn4fq9ysV0PsfSew34bp,1998
1920,Looking Through Your Eyes, LeAnn Rimes,spotify:track:5es9FeUsKa8P8bB5iuN2co,1998
1921,Frozen, Madonna,spotify:track:2II03llydk4YnkBBvoYB3B,1998
1922,Gettin Jiggy Wit It, Will Smith,spotify:track:0weAUscowxeqDtpCgtbpgp,1998
1923,Make Em Say Uhh!," Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",N/A,1998
1924,"No, No, No", Destiny's Child,spotify:track:5kHgrRO3hMDPehtH9VhYQc,1998
1925,How Do I Live, LeAnn Rimes,spotify:track:7BD50ATrF3Vab5FQy7vtK8,1998
1926,Heavens What I Feel, Gloria Estefan,spotify:track:5hGJrGspOPWwlDbKB4v4GK,1998
1927,Hows It Going To Be, Third Eye Blind,spotify:track:3Uvx1TO0Kg5HgGPk58lHXv,1998
1928,Together Again, Janet,spotify:track:1GrikfH0jDejDvrxo84n4P,1998
1929,Shorty (You Keep Playin With My Mind), Imajin Featuring Keith Murray,N/A,1998
1930,This Kiss, Faith Hill,spotify:track:5EYWGM3Ns3iYew8ws0FatB,1998
1931,Raise The Roof, Luke Featuring No Good But So Good,N/A,1998
1932,I Dont Want To Wait, Paula Cole,spotify:track:5MDQNJ7SZTytJwCbWKqJDL,1998
1933,"Money, Power & Respect", The Lox [Featuring DMX & Lil' Kim],N/A,1998
1934,Victory, Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,N/A,1998
1935,Stop, Spice Girls,spotify:track:3FteycP8CaXS1MhjcXekVT,1998
1936,Whatcha Gone Do?, Link,spotify:track:1oPKnJv14YIAbEw4Xw1sAN,1998
1937,Cheers 2 U, Playa,spotify:track:3LbKnvAXxKptTqoUYkMmQP,1998
1938,Still Not A Player, Big Punisher Featuring Joe,N/A,1998
1939,Nice & Slow, Usher,spotify:track:5L0KDoZklMgs9GPoonneEl,1998
1940,What You Want, Mase Featuring Total,N/A,1998
1941,You Make Me Wanna..., Usher,spotify:track:47TqCCnEliDp8NRDyIQoQq,1998
1942,Who Am I, Beenie Man,spotify:track:4PaV16f3DUo9QxbQMUzMKH,1998
1943,My Heart Will Go On, Celine Dion,spotify:track:3oEHQmhvFLiE7ZYES0ulzv,1998
1944,Candle In The Wind 1997/Something About The Way You Look Tonight, Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,1998
1945,Imagination, Tamia,spotify:track:5YszKTyljHKEzmWi5AR2Sk,1998
1946,Get At Me Dog, DMX Featuring Sheek Of The Lox,N/A,1998
1947,You Wont Forget Me, La Bouche,spotify:track:5XeQ0rudxvqNA2mJmZBjBK,1998
1948,Deja Vu [Uptown Baby], Lord Tariq & Peter Gunz,spotify:track:0MFMIewN7O6wo1YTvmq50W,1998
1949,Gone Till November, Wyclef Jean,spotify:track:6Gd123r71KDdpH8JRdYvrh,1998
1950,Romeo And Juliet, Sylk-E. Fyne Featuring Chill,N/A,1998
1951,When The Lights Go Out, Five,spotify:track:37giHQffMdB94OqVy4ZBd8,1998
1952,Wishlist, Pearl Jam,spotify:track:7hObovvcbBpXgZHQ9if4WU,1998
1953,Bitter Sweet Symphony, The Verve,spotify:track:57iDDD9N9tTWe75x6qhStw,1998
1954,Push It, Garbage,spotify:track:5qJKdOOkMzpM0s4JaTclRw,1998
1955,Second Round K.O., Canibus,spotify:track:0xKmDKOEbwRSgH0BXA6IzX,1998
1956,Clock Strikes, Timbaland & Magoo,N/A,1998
1957,One Heart At A Time, Various Artists,spotify:track:2LOSA27kyi8ALCWGjzQQ7L,1998
1958,Recover Your Soul, Elton John,spotify:track:6FGfXPvZ8sMpq1xd75FHXp,1998
1959,Theres Your Trouble, Dixie Chicks,spotify:track:69m9WDPBvemwujQwdONslk,1998
1960,Im Alright, Jo Dee Messina,spotify:track:5FxgRnXBHMM0q4stwqrjjM,1998
1961,Ninety Nine [Flash The Message], John Forte,spotify:track:1shRBEykFXAQFgnAF02nZ7,1998
1962,The Mummers Dance, Loreena McKennitt,spotify:track:5OFXqc0YydDLSJTxEp0AjS,1998
1963,Love You Down, INOJ/LATHUN,N/A,1998
1964,This Is How We Party, S.O.A.P.,spotify:track:42yb3aUH2iUYzbcIelm2f9,1998
1965,Do Your Thing, 7 Mile,spotify:track:5cL4YD56dTKofCoFrdAK6Y,1998
1966,I Honestly Love You (David Foster Vers.), Olivia Newton-John,N/A,1998
1967,The Party Continues, JD Featuring Da Brat,N/A,1998
1968,A Rose Is Still A Rose, Aretha Franklin,spotify:track:3pi27Gt4NetgWmEMFOCjBQ,1998
1969,Do For Love, 2Pac Featuring Eric Williams,spotify:track:7dswqgk1qI73seNiIW7Ut3,1998
1970,Ding-A-Ling, Hi-Town DJs,N/A,1998
1971,I Just Want To Dance With You, George Strait,spotify:track:4cdAXfguhQHYFkvuuzye1m,1998
1972,Gitty Up, Salt-N-Pepa,spotify:track:6718y0qpvbnPu57XfuaIaS,1998
1973,Just Be Straight With Me," Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo",N/A,1998
1974,Now That I Found You, Terri Clark,spotify:track:02XiFAeegVtBhV3nCzteM5,1998
1975,I Do [Cherish You], Mark Wills,spotify:track:24SM5UDYgjEzNUcVu2cURV,1998
1976,Im From The Country, Tracy Byrd,spotify:track:5Lwc3DTWzX6JaW2x2PZezt,1998
1977,My Heart Will Go On, Deja Vu,spotify:track:4AcbAdqxX6H02JIwRPR4QL,1998
1978,The Unforgiven II, Metallica,spotify:track:0IGXkVRn0uCsgn4FvIfpgB,1998
1979,Sin So Well, Rebekah,spotify:track:3mUmd78qWMY1qxYgXgO0gT,1998
1980,A Man Holdin On (To A Woman Lettin Go), Ty Herndon,spotify:track:7Mdyk9k3tkXTecNg56RxbU,1998
1981,Hooked On A Feeling (Ooga-Chaka), Baby Talk,spotify:track:2sl3pXkXCEZ2YJ2ZkgHJzJ,1998
1982,Party Aint A Party," Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes",N/A,1998
1983,Freak Out, Nutta Butta Featuring Teddy Riley And Anonymous,N/A,1998
1984,Know What You Mean, Sister 7,N/A,1998
1985,One Of These Days, Tim McGraw,spotify:track:2QEWYmiD9qvXkFvAMuMD0U,1998
1986,Too Much, Spice Girls,spotify:track:1RQnYh2xw2BPpnzQFbO5r5,1998
1987,Whatuon, LaTanya Featuring Twista,N/A,1998
1988,Baby Be There, Nu Flavor,spotify:track:5ipaVsVyXBn9XyM7VnWexd,1998
1989,Still Po Pimpin, Do Or Die Featuring Johnny P & Twista,spotify:track:4MP7Ql7f0sbqzrnOFkkWwR,1998
1990,Out Of My Bones, Randy Travis,spotify:track:5a5ZZd5TwKUvp2KnTEtu5a,1998
1991,You Only Have To Say You Love Me, Hannah Jones,spotify:track:1JcYTWaAhQ4F8zqIuaApiD,1998
1992,I Wanna Get Next To You, Christion,spotify:track:0Kc5XevE8Fny76J4kAIGHs,1998
1993,Blue On Black, The Kenny Wayne Shepherd Band,spotify:track:3Bp88h0mSCgM1OAIzaPiBV,1998
1994,There You Are, Sam Salter,spotify:track:29o8jhM7RbYzaSOV13ISGA,1998
1995,Are You Jimmy Ray?, Jimmy Ray,spotify:track:6VWFrHAnLDyNUEJbJvpkZA,1998
1996,Rain, SWV,spotify:track:4G1qRhOk1YY0kewtMaCrMC,1998
1997,Light In Your Eyes, Blessid Union Of Souls,spotify:track:1yckLYhD232gkDZG86QhAn,1998
1998,Its Your Love, She Moves,spotify:track:2OPmphN0yeuqGoSLNs4c80,1998
1999,Thats Why Im Here, Kenny Chesney,spotify:track:5rSYbDj0iOntehwhonDS1a,1998
2000,Ill Be Missing You, Puff Daddy & Faith Evans Featuring 112,spotify:track:0jKMnHAycHc9qO6R6UyhMc,1997
2001,MMMBop, Hanson,spotify:track:2HNZxbvFvasRtlOJ9M6DgR,1997
2002,Return Of The Mack, Mark Morrison,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,1997
2003,"Look Into My Eyes (From ""Batman & Robin"")", Bone Thugs-N-Harmony,N/A,1997
2004,Say Youll Be There, Spice Girls,spotify:track:1yTQ39my3MoNROlFw3RDNy,1997
2005,Bitch, Meredith Brooks,spotify:track:3i6qNxyVgIdUZTTi5m25EM,1997
2006,I Belong To You (Every Time I See Your Face), Rome,spotify:track:1nP6feYWJVpbO41aezFtm2,1997
2007,Its Your Love, Tim McGraw With Faith Hill,spotify:track:1PBrO6XZWSO4RPvD5mzwdZ,1997
2008,The Freshmen, The Verve Pipe,spotify:track:21jEuMn2lf37715rwjow2M,1997
2009,G.H.E.T.T.O.U.T., Changing Faces,spotify:track:13XNjh0UY5LBsICcoHUdxl,1997
2010,Hypnotize, The Notorious B.I.G.,spotify:track:7KwZNVEaqikRSBSpyhXK2j,1997
2011,Foolish Games/You Were Meant For Me, Jewel,N/A,1997
2012,Hard To Say Im Sorry, Az Yet Featuring Peter Cetera,N/A,1997
2013,"For You I Will (From ""Space Jam"")", Monica,N/A,1997
2014,I Want You, Savage Garden,spotify:track:3XorCFmcupSm5QS6hA9g4N,1997
2015,Where Have All The Cowboys Gone?, Paula Cole,spotify:track:2ck13qfgRZ1msyEJlDqzvk,1997
2016,Cupid, 112,spotify:track:3kVIFDE3G89I2RPVkiRaRj,1997
2017,Cant Nobody Hold Me Down, Puff Daddy (Featuring Mase),N/A,1997
2018,Da Dip, Freak Nasty,spotify:track:76YDsWGWezclVy9Z6sDGhf,1997
2019,Do You Know (What It Takes), Robyn,spotify:track:0idCpkJ2pspfAILbanmERu,1997
2020,Barely Breathing, Duncan Sheik,spotify:track:75HZ6Wxnw8xbgz6HU9kKCS,1997
2021,Smile, Scarface Featuring 2Pac & Johnny P,N/A,1997
2022,I Love Me Some Him/I Dont Want To, Toni Braxton,N/A,1997
2023,"Dont Wanna Be A Player (From ""Booty Call"")", Joe,N/A,1997
2024,Thinking Of You, Tony Toni Tone,spotify:track:2kp0HkwA1v8WcmCwYqm7DO,1997
2025,You Bring Me Up, K-Ci & JoJo,spotify:track:6dubSkmTrXTLqm24ldMX5s,1997
2026,Your Woman, White Town,spotify:track:4ACxa9buEUnOdYEoPcnMpi,1997
2027,Alone, Bee Gees,spotify:track:7GsoUeI9DtaTSjJHenyCNP,1997
2028,My Baby Daddy, B-Rock & The Bizz,spotify:track:1vAOoFd3AMiLoVxzgfiTiS,1997
2029,Un-Break My Heart, Toni Braxton,spotify:track:5Ihd9HrPvOADyVoonH9ZjB,1997
2030,"I Believe I Can Fly (From ""Space Jam"")", R. Kelly,N/A,1997
2031,ESPN Presents The Jock Jam, Various Artists,N/A,1997
2032,Secret Garden, Bruce Springsteen,spotify:track:7fyo8M3HAdhU1XTfLH05al,1997
2033,Dont Let Go (Love), En Vogue,spotify:track:06TuMCjDEYjTOJScCRzmjf,1997
2034,Call Me, Le Click,spotify:track:2AKg3zhbkuVTd0LPOVNYSr,1997
2035,"Go The Distance (From ""Hercules"")", Michael Bolton,spotify:track:2ji5iiVBr5yQl0BDDOpKws,1997
2036,Butterfly Kisses, Raybon Bros.,spotify:track:6dbQJo0gD0X8Pbpl9itIEj,1997
2037,Wannabe, Spice Girls,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,1997
2038,5 Miles To Empty, Brownstone,spotify:track:2kJxVNGxZSENlLGCdV8AIV,1997
2039,Every Time I Close My Eyes, Babyface,spotify:track:2ezqQeBiC72gwMJoO4w1hA,1997
2040,In My Bed, Dru Hill,spotify:track:0IBgCsG8dRnUtveiIaoFHF,1997
2041,Everyday Is A Winding Road, Sheryl Crow,spotify:track:0t6DAi9KEiaWOtgTTXGhD2,1997
2042,Its No Good, Depeche Mode,spotify:track:04ARYAWkGZZhDbHqgvnYGf,1997
2043,Come On, Billy Lawrence Featuring MC Lyte,N/A,1997
2044,I Wanna Be There, Blessid Union Of Souls,spotify:track:2vhzLqIcXvjjBV2InAa3My,1997
2045,Staring At The Sun, U2,spotify:track:3fsTb3a8l5kJrtzpl04Ljr,1997
2046,Smokin Me Out, Warren G Featuring Ronald Isley,N/A,1997
2047,We Trying To Stay Alive, Wyclef Jean Featuring Refugee Allstars,spotify:track:4wwRROf47MXBX5u5Knwixx,1997
2048,For You, Kenny Lattimore,spotify:track:4fgQMbN9r8d9V2exSTsLFs,1997
2049,Ooh Aah... Just A Little Bit, Gina G,spotify:track:2FwVYuLSwtM0nc2ZWqZo1E,1997
2050,Can U Feel It, 3rd Party,N/A,1997
2051,Get It Together, 702,spotify:track:4eDCsyIHTSu3cQZ5wDIyP7,1997
2052,One More Time, Real McCoy,spotify:track:13vDH7LlES2hajU7yR07Mz,1997
2053,Gimme Some Love, Gina G,spotify:track:0yMQnjTh0MML5PMCF97Euy,1997
2054,A Little Bit Of Ecstasy, Jocelyn Enriquez,spotify:track:4gmcD7RZVO68JwIwtK0vpx,1997
2055,Thats Right, DJ Taz Featuring Raheem The Dream,N/A,1997
2056,Until I Find You Again, Richard Marx,spotify:track:5AnVYcfpUnyVhNqwyc4Yr9,1997
2057,Full Of Smoke, Christion,spotify:track:00FR9VQ0uzF4NNxVKKiMz2,1997
2058,All By Myself, Celine Dion,spotify:track:20EpQjfV7B4ZQJkIdHO1Tw,1997
2059,"If I Could Change (From ""Im Bout It"")"," Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell",N/A,1997
2060,I Shot The Sheriff, Warren G,spotify:track:5uC1sC1OmVKfU0m5opiY25,1997
2061,Heres Your Sign (Get The Picture), Bill Engvall With Special Guest Travis Tritt,spotify:track:44km4gpFwy6GQzX5deHuPC,1997
2062,Ill Be, Foxy Brown Featuring Jay-Z,N/A,1997
2063,"Let It Go (From ""Set It Off"")", Ray J,spotify:track:6igXETl1zKir06CA7NWYo2,1997
2064,Sweet Sexy Thing, Nu Flavor Featuring Roger,N/A,1997
