,Summer Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
806,Second Chance, Shinedown,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,2009,0.46,0.796,0.00107,0.182,100.011,0
807,Halo, Beyonce,spotify:track:4JehYebiI9JE8sR8MisGVb,2009,0.508,0.72,0.272,0.472,79.983,0
808,Fire Burning, Sean Kingston,spotify:track:2oENJa1T33GJ0w8dC167G4,2009,0.839,0.804,0.0192,0.888,122.973,0
809,Blame It, Jamie Foxx Featuring T-Pain,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
810,Day N Nite, Kid Cudi,spotify:track:5FEXPoPnzueFJQCPRIrC3c,2009,0.878,0.446,0.503,0.805,138.035,6.32e-06
811,Waking Up In Vegas, Katy Perry,spotify:track:6fvxos1qSHrIgOkKw4dhWS,2009,0.524,0.878,0.0012,0.59,130.989,0
812,The Climb, Miley Cyrus,spotify:track:0V8FYVlBFuXXTIvRnMbZyS,2009,0.326,0.625,0.0882,0.368,160.542,0
813,Dont Trust Me, 3OH!3,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,2009,0.791,0.713,0.0163,0.514,130.012,0
814,Goodbye, Kristinia DeBarge,spotify:track:5myYDbAurm1CW038qd4gL2,2009,0.788,0.815,0.00492,0.664,119.986,3.84e-06
815,Out Last Night, Kenny Chesney,spotify:track:4QoZGQ8woaho94v629kVl1,2009,0.64,0.822,0.42,0.395,141.054,0.000435
816,Sugar, Flo Rida Featuring Wynter,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
817,Right Round, Flo Rida,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,2009,0.72,0.672,0.009,0.705,124.986,0
818,Use Somebody, Kings Of Leon,spotify:track:5VGlqQANWDKJFl0MBG3sg2,2009,0.276,0.715,0.00552,0.173,137.028,0.000417
819,I Do Not Hook Up, Kelly Clarkson,spotify:track:2I5CPUnMIKjEXeg61OI9uV,2009,0.502,0.938,0.00098,0.35,144.077,0
820,Please Dont Leave Me, P!nk,spotify:track:2tAtg37styBgPSHzKnJQYB,2009,0.591,0.841,0.00971,0.751,138.037,0
821,Turn My Swag On, Soulja Boy Tell'em,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
822,If Today Was Your Last Day, Nickelback,spotify:track:4QJLKU75Rg4558f4LbDBRi,2009,0.485,0.911,8.67e-05,0.568,89.956,0
823,You Found Me, The Fray,spotify:track:4IoYz8XqqdowINzfRrFnhi,2009,0.338,0.803,0.0187,0.4,151.994,0
824,Kiss Me Thru The Phone, Soulja Boy Tell 'em Featuring Sammie,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
825,Love Story, Taylor Swift,spotify:track:1vrd6UOGamcKNGnSHJQlSt,2009,0.615,0.721,0.151,0.324,119.007,0
826,My Life Would Suck Without You, Kelly Clarkson,spotify:track:4Dm32oO01YpIubCHaAtKkN,2009,0.526,0.882,0.0014,0.424,144.982,0
827,Gives You Hell, The All-American Rejects,spotify:track:6ihL9TjfRjadfEePzXXyVF,2009,0.714,0.725,0.0156,0.59,99.988,0
828,Just Dance, Lady Gaga Featuring Colby O'Donis,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
829,Whatever It Is, Zac Brown Band,spotify:track:4o8STNAL91xc7EvuvqSKk1,2009,0.686,0.576,0.443,0.72,83.971,1.7e-05
830,Kiss A Girl, Keith Urban,spotify:track:4DyKZmONpoggnn3piyjad2,2009,0.653,0.786,0.0103,0.477,120.992,2.19e-06
831,You Belong With Me, Taylor Swift,spotify:track:3GCL1PydwsLodcpv0Ll1ch,2009,0.691,0.768,0.263,0.454,129.996,1.59e-05
832,Im Yours, Jason Mraz,spotify:track:1EzrEOXmMH3G43AXT1y7pA,2009,0.686,0.457,0.595,0.718,150.953,0
833,Dead And Gone, T.I. Featuring Justin Timberlake,spotify:track:65Nz2WMP6wNR35b61UiXcf,2009,0.762,0.472,0.124,0.267,135.012,0.0272
834,Then, Brad Paisley,spotify:track:3XKbdb9GB6u3hsnUklQTav,2009,0.493,0.643,0.512,0.3,144.717,2.42e-05
835,Best I Ever Had, Drake,spotify:track:3fyMH1t6UPeR5croea9PrR,2009,0.427,0.861,0.219,0.581,161.776,0
836,If U Seek Amy, Britney Spears,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,2009,0.717,0.587,0.0192,0.544,129.954,0
837,I Run To You, Lady Antebellum,spotify:track:2YVCkTYJpv5jelYrHYoEG8,2009,0.656,0.786,0.163,0.378,113.963,5.99e-05
838,Sideways, Dierks Bentley,spotify:track:19DnL1HnJiijuEfaiS0Eus,2009,0.624,0.915,0.141,0.815,108.046,0
839,Know Your Enemy, Green Day,spotify:track:5qtwzv99vOr5UTwnTixn7j,2009,0.56,0.958,0.0016,0.961,129.984,4.96e-05
840,All The Above, Maino Featuring T-Pain,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
841,We Made You, Eminem,spotify:track:4UMTp91LHhvW33ol9ZQH0Q,2009,0.922,0.859,0.101,0.616,114.001,1.12e-06
842,New Divide, Linkin Park,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,2009,0.493,0.808,0.000235,0.38,117.971,0
843,Boyfriend #2, Pleasure P,spotify:track:3taIcgVjePRzkdz0ZmJbOi,2009,0.648,0.767,0.0219,0.796,141.906,0
844,People Are Crazy, Billy Currington,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
845,Funny The Way It Is, Dave Matthews Band,spotify:track:3kMgAxxblY0bHQc6piepWL,2009,0.587,0.943,0.157,0.747,103.013,0
846,"1, 2, 3, 4", Plain White T's,spotify:track:5VWmMZCfJ4yVkJw9ZLFXej,2009,0.464,0.525,0.64,0.616,90.41,6.64e-06
847,Best Days Of Your Life, Kellie Pickler,spotify:track:27BMLvWD1TYdosiReVgbAt,2009,0.65,0.862,0.0231,0.541,127.946,0
848,Every Girl, Young Money,spotify:track:7EPEvsYbssxXOmOqB8xWhL,2009,0.627,0.732,0.0254,0.739,152.013,0
849,It Happens, Sugarland,spotify:track:1I66zFfRohnb8kwJV3vrV4,2009,0.635,0.742,0.0071,0.725,89.974,2.7e-05
850,No Surprise, Daughtry,spotify:track:6q4XLE5WeOBWftoc9gTl2P,2009,0.508,0.823,0.00741,0.152,95.98,0
851,Her Diamonds, Rob Thomas,spotify:track:3LtwmK1OfN0dGs9jf3qSjn,2009,0.555,0.924,0.0159,0.865,87.606,0
852,Halle Berry (Shes Fine), Hurricane Chris Featuring SupaSTAAR,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
853,One In Every Crowd, Montgomery Gentry,spotify:track:6HAsk04nz2TaEbK8lncN3w,2009,0.643,0.86,0.00423,0.674,111.148,0
854,How Do You Sleep?, Jesse McCartney Featuring Ludacris,spotify:track:3jkdQNkDTxxXtjSO4l0o1H,2009,0.749,0.872,0.354,0.536,105.994,0
855,Im On A Boat, The Lonely Island Featuring T-Pain,spotify:track:7wwhDmpjiy1rzJ3zWy5zur,2009,0.639,0.705,0.000257,0.39,149.959,0.000793
856,Echo, Gorilla Zoe,spotify:track:7ytLGF9Ua5g5MylbwtxzZC,2009,0.809,0.744,0.0809,0.572,107.99,0
857,Alright, Darius Rucker,spotify:track:5JlH51YDYsGj2dyEJKKjcN,2009,0.601,0.806,0.0527,0.711,89.87,0
858,Not Meant To Be, Theory Of A Deadman,spotify:track:5xyACR2lzIyzFepF4qlAas,2009,0.415,0.781,0.00401,0.261,142.966,0
859,Welcome To The World, Kevin Rudolf Featuring Rick Ross,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
860,Sissys Song, Alan Jackson,spotify:track:68qJGt0E1gB4MaQOZcGGK5,2009,0.721,0.253,0.912,0.43,92.089,1.27e-05
861,Summer Nights, Rascal Flatts,spotify:track:27rSEMh30XdxOgQX7AKSaM,2009,0.539,0.885,0.0202,0.699,102.089,0
862,Swag Surfin, F.L.Y. (Fast Life Yungstaz),spotify:track:5ItzU5pBrFmRUudfr5RkJP,2009,0.734,0.921,0.0144,0.678,144.013,0
863,Where Im From, Jason Michael Carroll,spotify:track:0VeI4Zyirc6yuJ4P7fudjE,2009,0.532,0.815,0.0301,0.546,149.728,0
864,Battlefield, Jordin Sparks,spotify:track:1Nme6K1PYAh7p7uygyuRdf,2009,0.613,0.634,0.0178,0.37,144.953,0
865,Careless Whisper, Seether,spotify:track:6I5gEJ0E33DgbtBUFHgD6n,2009,0.49,0.946,4.76e-05,0.44,134.06,0.00807
866,Show Me What Im Looking For, Carolina Liar,spotify:track:2h8iXIwEdEnQywhFC4q5e5,2009,0.449,0.864,0.0133,0.355,105.121,1.31e-06
867,Always Strapped, Birdman Featuring Lil Wayne,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
868,Paranoid, Jonas Brothers,spotify:track:47Kfrm6G2wZUAPhiDTyado,2009,0.635,0.848,0.00121,0.757,120.993,0
869,Hey, Mitchel Musso,spotify:track:7zKObGlclVsHMwOG0Q3wYO,2009,0.404,0.77,0.0111,0.819,183.945,0
870,Pretty Wings, Maxwell,spotify:track:22NLm3IIR9NLG0cUYtmHMW,2009,0.563,0.402,0.252,0.2,115.561,2.07e-06
871,Wetter (Calling You Daddy), Twista Featuring Erika Shevon,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
872,Come Back To Me, David Cook,spotify:track:55r33uTqnLglVMHb1qeWOd,2009,0.476,0.895,0.0101,0.632,108.087,1.02e-06
873,Boots On, Randy Houser,spotify:track:7K4VxvIXXbDbaVn6ARbch1,2009,0.712,0.89,0.0558,0.853,112.033,4.1e-06
874,I Need A Girl, Trey Songz,spotify:track:5cU50IAoAFF7qFWOtdbEjr,2009,0.602,0.785,0.245,0.565,84.038,0
875,Wild At Heart, Gloriana,spotify:track:0As5NstLxpNgAowtusWsnb,2009,0.583,0.859,0.0183,0.772,97.998,0
876,Ego, Beyonce,spotify:track:6GcuA4J9ruyClBizBd4m5E,2009,0.623,0.389,0.155,0.489,79.454,0
877,No Boundaries, Kris Allen,spotify:track:4K5LLD1QqDCYfCfe7MjAsG,2009,0.449,0.789,0.00357,0.251,141.922,0
878,Lost You Anyway, Toby Keith,spotify:track:21I6cqNPNd9Pnoe1netnfB,2009,0.409,0.743,0.197,0.359,149.921,0.0161
879,Strange, Reba,spotify:track:3lZ2BjqnF3MhSIqRnEnahr,2009,0.444,0.766,0.319,0.42,174.025,0
880,Ice Cream Paint Job, Dorrough,spotify:track:3lwMGZ9M5Gq4usaZZLV4NK,2009,0.849,0.59,0.000545,0.656,180.026,0
881,Dont Stop Believin, Glee Cast,spotify:track:6rjnRocdCULjLF61x2NR5e,2009,0.473,0.604,0.038,0.271,123.857,0
882,Its America, Rodney Atkins,spotify:track:5zGqTc1WQUe8XqqdnrpKTV,2009,0.612,0.791,0.224,0.786,133.977,0
883,Heartless, Kris Allen,spotify:track:4gwDrsXJPXfCAYFbpUjeCW,2009,0.577,0.747,0.133,0.502,94.954,0
884,Beggin, Madcon,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
885,Here Comes Goodbye, Rascal Flatts,spotify:track:5YSW99IUAIiAj243jF7PBO,2009,0.425,0.596,0.407,0.214,145.977,0
886,I Told You So, Carrie Underwood Featuring Randy Travis,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
887,Small Town USA, Justin Moore,spotify:track:5pyB5WEAEwqwl18UaBLeBl,2009,0.592,0.601,0.141,0.571,131.883,3.31e-06
888,sobeautiful, Musiq Soulchild,spotify:track:2PN3gbuBn5WBEwrEJH3xiu,2009,0.689,0.562,0.0656,0.21,133.987,0
889,I Love College, Asher Roth,spotify:track:1akgiRM3mN2nxu2AX6ACCW,2009,0.708,0.815,0.107,0.657,86.493,0
890,Good Girls Go Bad, Cobra Starship Featuring Leighton Meester,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
891,Aint No Rest For The Wicked, Cage The Elephant,spotify:track:3kb72STxc2959ZqsTwu52i,2009,0.634,0.849,0.0438,0.919,156.004,0
892,Walkin On The Moon, The-Dream Featuring Kanye West,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
893,Throw It In The Bag, Fabolous Featuring The-Dream,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
894,Last Chance, Ginuwine,spotify:track:7y7mVu1ixwu9TzlVv7ovDw,2009,0.612,0.699,0.0377,0.467,127.873,0
895,Hoedown Throwdown, Miley Cyrus,spotify:track:6ntkwU1MhehTKgx4BWxX3f,2009,0.738,0.803,0.205,0.752,109.002,0
896,Aint I, Yung L.A. Featuring Young Dro & T.I.,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
897,On The Ocean, K'Jon,spotify:track:5tRna9FSqMrh2LJwqIykHA,2009,0.246,0.792,0.231,0.301,78.763,1.77e-06
898,Take Me On The Floor, The Veronicas,spotify:track:7MFvqBJ3ozTwDrf5VfoW8U,2009,0.61,0.9,0.00345,0.621,139.969,7.86e-06
899,Mad World, Adam Lambert,spotify:track:4n8Syhm2XQOvenU8SnVAhZ,2009,0.533,0.83,0.379,0.156,114.126,0
900,Lollipop, Lil Wayne Featuring Static Major,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
901,Viva La Vida, Coldplay,spotify:track:1mea3bSkSGXuIRvnydlB5b,2008,0.485,0.619,0.0941,0.416,138.017,3.31e-06
902,Bleeding Love, Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,2008,0.638,0.656,0.188,0.225,104.036,0
903,I Kissed A Girl, Katy Perry,spotify:track:005lwxGU1tms6HGELIcUv9,2008,0.699,0.76,0.00223,0.696,129.996,0
904,Take A Bow, Rihanna,spotify:track:3goSVuTt3fDYDP6kRnFwuL,2008,0.705,0.469,0.242,0.552,82.009,0
905,Love In This Club, Usher Featuring Young Jeezy,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
906,No Air, Jordin Sparks Duet With Chris Brown,spotify:track:05cDiyB11m5M25cDsJYEMS,2008,0.458,0.765,0.0551,0.33,159.948,0
907,Sexy Can I, Ray J & Yung Berg,spotify:track:2ZWv2xmDnKaY5G3eKjqPdr,2008,0.813,0.371,0.0329,0.443,173.338,0.0333
908,Pocketful Of Sunshine, Natasha Bedingfield,spotify:track:1uigwk5hNV84zRd5YQQRTk,2008,0.721,0.88,0.191,0.655,110.021,0
909,4 Minutes, Madonna Featuring Justin Timberlake & Timbaland,spotify:track:7dnTjdg0bKdEeY79ARjsKJ,2008,0.7,0.61,0.000135,0.855,113.004,0.8
910,Forever, Chris Brown,spotify:track:7tAXHZdp9UpcYrHn7MZqfo,2008,0.672,0.819,0.0371,0.446,120.013,0.000184
911,Bust It Baby Part 2, Plies Featuring Ne-Yo,spotify:track:6rFnWGbLq3TBLonOz3NGYm,2008,0.658,0.679,0.0576,0.784,157.95,0.608
912,Damaged, Danity Kane,spotify:track:4yHFxB8kzzeuNvoouR8N0N,2008,0.774,0.653,0.0912,0.818,120.01,0
913,Shake It, Metro Station,spotify:track:5619Ojc6t9evEEs3B7Drhe,2008,0.618,0.955,0.00221,0.79,150.034,3.09e-06
914,What You Got, Colby O'Donis Featuring Akon,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
915,Leavin, Jesse McCartney,spotify:track:20ORwCJusz4KS2PbTPVNKo,2008,0.693,0.709,0.0352,0.889,79.237,3.4e-06
916,Its Not My Time, 3 Doors Down,spotify:track:0uybt73QFXaLCoxuVf6fhm,2008,0.54,0.928,0.00151,0.285,128.037,2.58e-06
917,Love Song, Sara Bareilles,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,2008,0.583,0.786,0.0208,0.573,123.052,0
918,Bye Bye, Mariah Carey,spotify:track:4n40hvXBCDQba3DO5BOm6P,2008,0.782,0.603,0.304,0.851,136.0,0
919,The Time Of My Life, David Cook,spotify:track:6avyV3xlz2UFeiAUZ0SqyT,2008,0.414,0.578,0.0541,0.281,154.96,0
920,Got Money, Lil Wayne Featuring T-Pain,spotify:track:1C3cGxMyvjyhsi5w0N93Wp,2008,0.691,0.353,0.000739,0.243,82.984,0.112
921,Touch My Body, Mariah Carey,spotify:track:2H1l4JczUDbiWfQtQElB05,2008,0.716,0.666,0.129,0.864,78.498,0
922,Last Name, Carrie Underwood,spotify:track:1ePtWetZ9PTQhQHjm7I3oQ,2008,0.427,0.883,0.2,0.724,159.91,0
923,Realize, Colbie Caillat,spotify:track:5OGkKx8jP0A5KSULEc6XYZ,2008,0.699,0.607,0.142,0.156,123.95,0
924,Low, Flo Rida Featuring T-Pain,spotify:track:6jROpNmyKw7qsazdsElSZl,2008,0.881,0.587,0.387,0.972,128.0,0.28
925,I Luv Your Girl, The-Dream,spotify:track:3wkNK8tJZ2stygNJm8RCRD,2008,0.686,0.322,0.017,0.0396,89.958,0
926,Love In This Club Part II, Usher Featuring Beyonce & Lil Wayne,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
927,Stop And Stare, OneRepublic,spotify:track:48s0QHJgmiNsth3WEO6U4M,2008,0.49,0.849,0.0593,0.303,92.494,0
928,A Milli, Lil Wayne,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,2008,0.679,0.684,0.0527,0.755,151.748,0.000895
929,Say, John Mayer,spotify:track:6wZI4mdT8JwXgkGURnBQiq,2008,0.485,0.723,0.541,0.541,167.845,1.12e-06
930,When I Grow Up, The Pussycat Dolls,spotify:track:0dQQWHlXvuw4UyHcAvhfhB,2008,0.675,0.693,0.00164,0.353,118.423,0
931,In Love With A Girl, Gavin DeGraw,spotify:track:3zcmWxxUA7Em7X3IBqZGUo,2008,0.439,0.906,0.0193,0.687,161.905,0
932,Heaven Sent, Keyshia Cole,spotify:track:2E90KUsor4U2abOJGFKtfx,2008,0.538,0.728,0.074,0.437,78.427,0
933,Apologize, Timbaland Featuring OneRepublic,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
934,With You, Chris Brown,spotify:track:1j3H54xdahpAkNI0q6S89q,2008,0.659,0.696,0.143,0.665,86.001,0
935,Put On, Young Jeezy Featuring Kanye West,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
936,Get Silly, V.I.C.,spotify:track:6ewmZ7vUOjitwsg4yJ6xhX,2008,0.846,0.814,0.0769,0.671,75.01,0
937,Closer, Ne-Yo,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,2008,0.724,0.768,0.0268,0.53,125.998,2.44e-05
938,Mercy, Duffy,spotify:track:78twQ5XCFJMTE37ZSU0gsj,2008,0.792,0.85,0.289,0.965,129.906,0.00012
939,The Boss, Rick Ross Featuring T-Pain,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
940,Dangerous, Kardinal Offishall Featuring Akon,spotify:track:7mUgLaptG54TljcAxMPEHN,2008,0.882,0.601,0.00491,0.888,117.013,0.844
941,Dont Stop The Music, Rihanna,spotify:track:0ByMNEPAPpOR5H69DVrTNy,2008,0.853,0.676,0.0446,0.551,122.65,3.37e-05
942,All Around Me, Flyleaf,spotify:track:7k9iVpyeR5ybSPSkvmAP6K,2008,0.479,0.884,0.0338,0.452,146.922,0
943,Take You Down, Chris Brown,spotify:track:3XJpQ65m90QFmogv8MH1pG,2008,0.387,0.631,0.126,0.589,59.409,0
944,Im Still A Guy, Brad Paisley,spotify:track:10K3cLNxSH5XLs9X951hLR,2008,0.494,0.599,0.104,0.457,163.729,0
945,The Way That I Love You, Ashanti,spotify:track:7LFcepuZqkpghbKnslItnx,2008,0.561,0.897,0.0263,0.527,79.687,0.000551
946,She Got It, 2 Pistols Featuring T-Pain & Tay Dizm,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
947,See You Again, Miley Cyrus,spotify:track:0G71WvIkF2K6HViJeFvOcM,2008,0.685,0.919,0.0137,0.715,138.95,3.29e-05
948,Get Like Me, David Banner Featuring Chris Brown,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
949,Lolli Lolli (Pop That Body)," Three 6 Mafia Featuring Project Pat, Young D & Superpower",N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
950,Feels Like Tonight, Daughtry,spotify:track:2tVCFmn2zKg2wGXS1TCIIA,2008,0.483,0.907,0.000822,0.352,130.984,0
951,American Boy, Estelle Featuring Kanye West,spotify:track:1itWBjXGOwGWa3ui8jVK2y,2008,0.84,0.383,0.288,0.28,118.009,0.162
952,Better As A Memory, Kenny Chesney,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
953,Handlebars, Flobots,spotify:track:6JH9yWhgbm0y9iAJhCslNc,2008,0.7,0.572,0.0227,0.55,141.939,0
954,Youre Gonna Miss This, Trace Adkins,spotify:track:68Q1r5zDnnYaHkh80yal4A,2008,0.5,0.665,0.0237,0.32,154.997,6.41e-05
955,Every Day, Rascal Flatts,spotify:track:50MHFGCJITQy3LhZam6Mm6,2008,0.205,0.759,0.0455,0.204,169.403,0
956,Just Got Started Lovin You, James Otto,spotify:track:4b0XF7CDpJEBAdVHMw7amV,2008,0.705,0.606,0.159,0.876,98.001,0.00149
957,Home, Blake Shelton,spotify:track:3oTC5qoKq6nvz4Jj0DgCzF,2008,0.38,0.443,0.479,0.281,63.122,3.03e-06
958,Violet Hill, Coldplay,spotify:track:1ZqHjApl3pfzwjweTfMi0g,2008,0.345,0.581,0.0603,0.108,76.022,0.00127
959,If I Never See Your Face Again, Maroon 5 Featuring Rihanna,spotify:track:2p4LtUyn905XOPPqSbHEbP,2008,0.769,0.649,0.00176,0.866,106.001,0.53
960,Break The Ice, Britney Spears,spotify:track:52K4Nl7eVNqUpUeJeWJlwT,2008,0.712,0.911,0.689,0.85,117.533,8.02e-06
961,Teenage Love Affair, Alicia Keys,spotify:track:6lQMz8E5JIB0gePDWxHwam,2008,0.608,0.821,0.656,0.631,87.524,0
962,Summertime, New Kids On The Block,spotify:track:6WZ7g8fpIXkf1ySWn3GA5O,2008,0.561,0.769,0.0116,0.73,167.988,0
963,Pork And Beans, Weezer,spotify:track:7wclPheMJAUKn2njmO2s3A,2008,0.594,0.615,0.0132,0.722,119.843,9.41e-06
964,Love Dont Live Here, Lady Antebellum,spotify:track:16vNQhg2y5RDkkNaQExLTL,2008,0.653,0.871,0.0625,0.62,139.937,3.52e-06
965,Im Yours, Jason Mraz,spotify:track:1EzrEOXmMH3G43AXT1y7pA,2008,0.686,0.457,0.595,0.718,150.953,0
966,Good Time, Alan Jackson,spotify:track:6lyKOW0FNW6aAZdKVgoM8m,2008,0.652,0.767,0.0355,0.73,132.017,6.92e-06
967,Gunpowder And Lead, Miranda Lambert,spotify:track:5kBIUfmJDDwT1WlFgOAJe9,2008,0.454,0.751,0.00698,0.3,187.939,0.000113
968,Back When I Knew It All, Montgomery Gentry,spotify:track:6U7hJoo1kiTZI69cEF8uCD,2008,0.533,0.732,0.00499,0.516,148.261,2.25e-06
969,Theres Nothin, Sean Kingston Featuring Elan & Juelz Santana,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
970,Homecoming, Kanye West Featuring Chris Martin,spotify:track:2agntpdr7odwLrNxcKJN35,2008,0.678,0.693,0.184,0.815,86.986,0.0626
971,Indestructible, Disturbed,spotify:track:42ZVk59gT4tMlrZmd8Ijxf,2008,0.429,0.966,0.000209,0.525,179.956,0.124
972,I Saw God Today, George Strait,spotify:track:7maV3I3KQNYpsOWYTOhGqn,2008,0.589,0.578,0.655,0.377,148.216,0
973,Picture To Burn, Taylor Swift,spotify:track:32mVHdy0bi1XKgr0ajsBlG,2008,0.668,0.861,0.16,0.829,105.587,0
974,Shouldve Said No, Taylor Swift,spotify:track:16MVSD0mGI4RMQT83Qzm69,2008,0.474,0.773,0.0113,0.467,167.974,0
975,Love Remains The Same, Gavin Rossdale,spotify:track:4dOXc4Suk5eig0jiCqCN5Y,2008,0.406,0.632,0.236,0.109,149.258,0
976,Shes A Hottie, Toby Keith,spotify:track:5SD2dutv5rJM4Q8hlnC2QK,2008,0.565,0.91,0.111,0.741,94.945,0
977,Trying To Stop Your Leaving, Dierks Bentley,spotify:track:7zOtXBS23pOhmef9hv6CKk,2008,0.617,0.57,0.00847,0.395,111.846,5.15e-05
978,Girls Around The World, Lloyd Featuring Lil Wayne,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
979,Love Is A Beautiful Thing, Phil Vassar,spotify:track:3XOFkS6Fvi3IqBTq4i73Xa,2008,0.513,0.785,0.337,0.515,162.611,0
980,You Aint Got Nuthin, Lil Wayne Featuring Juelz Santana & Fabolous,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
981,Moving Mountains, Usher,spotify:track:0Z4DAkZzXkupqCtT7BGU5F,2008,0.72,0.734,0.0856,0.37,115.999,0
982,Last Time, Trey Songz,spotify:track:6UBqk9rh6e2Rj7LLzDjn6R,2008,0.629,0.624,0.209,0.66,119.964,0
983,7 Things, Miley Cyrus,spotify:track:5ecZWU5uQOiCVSnPxBZNmT,2008,0.599,0.893,0.018,0.591,107.033,0
984,Games Pain, The Game Featuring Keyshia Cole,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
985,Lookin Boy, Hot Stylz Featuring Yung Joc,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
986,Te Quiero, Flex,spotify:track:1Z4IqxukC6Yuer0nK7rC2R,2008,0.536,0.598,0.00314,0.465,83.946,0
987,Put A Girl In It, Brooks & Dunn,spotify:track:2whdkf4NsAloiUJ9ISRVDM,2008,0.589,0.953,0.0328,0.772,119.967,0.00102
988,I Will Possess Your Heart, Death Cab For Cutie,spotify:track:77vYwoC7e3pVoPq8BA9CuL,2008,0.605,0.619,0.423,0.578,133.074,0.313
989,Move Shake Drop, DJ Laz Featuring Flo Rida & Casely,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
990,Rise Above This, Seether,spotify:track:6nallRvLIcqax2AZTbc48y,2008,0.518,0.827,0.0084,0.229,120.022,1.65e-06
991,Mr. Carter, Lil Wayne Featuring Jay-Z,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
992,Inside The Fire, Disturbed,spotify:track:5cxp9kjCFyJwzv3lzeX7ku,2008,0.463,0.962,0.000233,0.66,94.003,0.109
993,That Song In My Head, Julianne Hough,spotify:track:28iutfEP6JEXbHHqub8GzB,2008,0.486,0.858,0.0753,0.74,185.947,0
994,New Soul, Yael Naim,spotify:track:476JcJ3TpAuCOlGdCmomGm,2008,0.769,0.371,0.733,0.653,100.001,3.73e-05
995,Another Try, Josh Turner Featuring Trisha Yearwood,spotify:track:4p1MJDNMPI4gzVKtao61Wk,2008,0.597,0.356,0.0289,0.2,122.983,0.133
996,Nine In The Afternoon, Panic! At The Disco,spotify:track:1S30kHvkkdMkcuCTGSgS41,2008,0.405,0.689,0.0843,0.397,155.189,0
997,Buzzin, Shwayze Featuring Cisco Adler,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
998,Thats What You Get, Paramore,spotify:track:1JdKrFyoU05abww0Zv0ayQ,2008,0.528,0.831,9.43e-05,0.632,131.094,0
999,Customer, Raheem DeVaughn,spotify:track:7vPtkrQdS0ZV0zX7qKHahN,2008,0.635,0.518,0.463,0.513,124.028,0
1000,Umbrella, Rihanna Featuring Jay-Z,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1001,Party Like A Rockstar, Shop Boyz,spotify:track:5kGCh49aqeRMkEOhQ9mcrW,2007,0.617,0.689,0.00556,0.642,145.053,0
1002,Buy U A Drank (Shawty Snappin), T-Pain Featuring Yung Joc,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1003,Big Girls Dont Cry, Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,2007,0.712,0.647,0.239,0.292,113.116,0
