,Winter Anthem,Artist,Song URI,Date,Danceability,Energy,Acousticness,Valence,Tempo,Instrumentalness
839,Consider Me Gone, Reba,spotify:track:0fNCLvSVUEK7NTwhu5vk5B,2009,0.573,0.724,0.0783,0.45,96.994,0
840,One Time, Justin Bieber,spotify:track:6eDApnV9Jdb1nYahOlbbUh,2009,0.707,0.833,0.0808,0.734,145.997,4.42e-05
841,Spotlight, Gucci Mane Featuring Usher,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
842,I Invented Sex, Trey Songz Featuring Drake,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
843,Russian Roulette, Rihanna,spotify:track:3rMsX63C0IZVnOT5LGYoTH,2009,0.484,0.467,0.0505,0.282,80.087,2.17e-06
844,"Hey, Soul Sister", Train,spotify:track:0KpfYajJVVGgQ32Dby7e9i,2009,0.675,0.885,0.217,0.768,97.03,0
845,Telephone, Lady Gaga Featuring Beyonce,spotify:track:0Usd4tz29zKhRjoEp1AW9A,2009,0.802,0.518,0.0348,0.603,122.007,0.923
846,If You Only Knew, Shinedown,spotify:track:0CkSF2TAqIu8TJaVwwAOnT,2009,0.449,0.956,0.000347,0.321,97.011,0
847,The Truth, Jason Aldean,spotify:track:25rV6ArwFMht49oONoqSLQ,2009,0.496,0.577,0.234,0.381,143.014,2.4e-06
848,White Liar, Miranda Lambert,spotify:track:5AhA5ZCoB9HoENrvjeO0EM,2009,0.542,0.4,0.821,0.913,100.043,0.641
849,Southern Voice, Tim McGraw,spotify:track:3wUw2C8bngb3UBDNlcY0JI,2009,0.63,0.877,0.0446,0.758,112.051,0
850,My Life Would Suck Without You, Glee Cast,spotify:track:0UrheRSNBXBiZgudI7tVQ2,2009,0.471,0.663,0.0177,0.449,145.078,0
851,I Wanna Make You Close Your Eyes, Dierks Bentley,spotify:track:0V6Na986SNXm1CpreVF56E,2009,0.599,0.61,0.104,0.359,95.979,4.83e-05
852,Dont Rain On My Parade, Glee Cast,spotify:track:7emV91bLzV662TpX9Tmxnr,2009,0.483,0.691,0.598,0.597,79.666,0
853,It Kills Me, Melanie Fiona,spotify:track:6qU37BgVfPhpb2rhYzZWrF,2009,0.62,0.789,0.215,0.444,107.359,0
854,According To You, Orianthi,spotify:track:72phhQtfwZcRweweRxxkmU,2009,0.607,0.922,0.0221,0.577,130.972,2.04e-05
855,Try Sleeping With A Broken Heart, Alicia Keys,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,2009,0.496,0.82,0.158,0.549,110.977,0.246
856,Papers, Usher,spotify:track:77fP7UixHMYEIFT8NS92Ul,2009,0.802,0.556,0.0339,0.158,120.047,0
857,Smile, Uncle Kracker,spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ,2009,0.541,0.812,0.203,0.607,141.056,0
858,Red Light, David Nail,spotify:track:66EhdSD4MPXk5ZXljDJWI6,2009,0.386,0.802,0.101,0.428,163.907,1.11e-05
859,Crawl, Chris Brown,spotify:track:6D7YcZMttwhmqyWpsPF5KQ,2009,0.41,0.743,0.0416,0.417,176.048,0
860,Never Gonna Be Alone, Nickelback,spotify:track:7aySoZnwt7c6lA54qVVUOk,2009,0.544,0.802,0.00155,0.59,130.022,7.34e-05
861,On Fire, Lil Wayne,spotify:track:50mX6QmpQX4cCsRYJ9fGM3,2009,0.447,0.874,0.00388,0.54,132.11,0.000607
862,In My Head, Jason Derulo,spotify:track:5BoIP8Eha5hwmRVURkC2Us,2009,0.762,0.748,0.0266,0.851,110.009,0
863,Life After You, Daughtry,spotify:track:4gWTBq5Jftq5CEKYpLXD8R,2009,0.434,0.764,0.0534,0.309,51.316,0
864,Bonfire, Craig Morgan,spotify:track:4PyKicaf5RL5tlidl6ZMO5,2009,0.426,0.917,0.119,0.506,175.716,0
865,Uprising, Muse,spotify:track:4VqPOruhp5EdPBeR92t6lQ,2009,0.602,0.905,0.000202,0.411,128.019,0.064
866,I Am, Mary J. Blige,spotify:track:4gGYiGsxhPYpsGIttWLwlT,2009,0.605,0.583,0.0783,0.556,82.18,0
867,Wasted, Gucci Mane Featuring Plies Or OJ Da Juiceman,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
868,Body Language, Jesse McCartney Featuring T-Pain,spotify:track:66cQXuWUSM6vcfRxAPVTtf,2009,0.638,0.69,0.0696,0.438,161.435,0
869,History In The Making, Darius Rucker,spotify:track:1J4HTEFSDx9DWyJVH5uv1b,2009,0.475,0.718,0.0373,0.453,157.722,0
870,You Cant Always Get What You Want, Glee Cast,spotify:track:1Y7abeCiyuhkE7lVliXkWp,2009,0.234,0.745,0.175,0.41,93.825,0
871,This Is War, Thirty Seconds To Mars,spotify:track:2D52zjCyqEIQa221lhw6uk,2009,0.401,0.723,0.0661,0.224,160.048,1.91e-06
872,One Less Lonely Girl, Justin Bieber,spotify:track:69ghzc538EQSVon2Gm3wrr,2009,0.577,0.779,0.151,0.716,86.985,0
873,Havent Met You Yet, Michael Buble,spotify:track:4fIWvT19w9PR0VVBuPYpWA,2009,0.615,0.733,0.152,0.796,122.58,0
874,Why Dont We Just Dance, Josh Turner,spotify:track:2p07VcUwRZ5sru3mJ0JogS,2009,0.656,0.763,0.43,0.701,121.808,0.000175
875,Someday, Rob Thomas,spotify:track:7uPQU7uKvsZZ7T9XnpBpFg,2009,0.573,0.905,0.0408,0.683,135.943,0
876,Eight Second Ride, Jake Owen,spotify:track:0XjXQDJpajDzCdpazp1562,2009,0.645,0.843,0.104,0.534,92.357,0
877,Bad Habits, Maxwell,spotify:track:0f62w1teOSaYgKObtzygaR,2009,0.661,0.67,0.0873,0.661,148.02,2.01e-06
878,All The Right Moves, OneRepublic,spotify:track:5XRHGXut00SrJUFmcn2lQF,2009,0.53,0.95,0.284,0.733,146.035,1.01e-05
879,I Wanna Rock, Snoop Dogg,spotify:track:3vNiHPIipR4a4bZKA288CD,2009,0.521,0.849,0.168,0.431,122.852,0
880,I Will Not Bow, Breaking Benjamin,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,2009,0.543,0.952,0.000192,0.591,107.942,7.8e-06
881,Kings And Queens, Thirty Seconds To Mars,spotify:track:4sjLcE0GQ6urc4iUXsUPe9,2009,0.293,0.816,0.0401,0.148,164.982,2.95e-05
882,Shut It Down, Pitbull Featuring Akon,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
883,Break, Three Days Grace,spotify:track:4urxRqBRiaH0i20OKBsgxc,2009,0.578,0.897,0.000666,0.737,115.491,0
884,Thats How Country Boys Roll, Billy Currington,spotify:track:5Xc1asNg5VerELR1wFjAey,2009,0.681,0.915,0.0685,0.889,120.965,0
885,Gettin You Home, Chris Young,spotify:track:28Sc21lrWcZD9Ov4rRkPJq,2009,0.639,0.678,0.44,0.531,106.966,1.45e-06
886,1901, Phoenix,spotify:track:5JtPGzRgrWxkXX9LoROq3d,2009,0.604,0.825,0.0564,0.707,144.085,5.8e-05
887,What I Do, Chris Brown Featuring Plies,spotify:track:4ecBN9b0KOmtClutR17SXJ,2009,0.632,0.761,0.00443,0.613,155.059,0
888,Last Christmas, Glee Cast,spotify:track:0fUFpFczhuhJBz2Z28IL2x,2009,0.63,0.757,0.00716,0.65,106.885,0
889,American Saturday Night, Brad Paisley,spotify:track:3XKbdb9GB6u3hsnUklQTav,2009,0.493,0.643,0.512,0.3,144.717,2.42e-05
890,Cryin For Me (Waymans Song), Toby Keith,spotify:track:23lvIoxPKidbMvQGbdgO53,2009,0.576,0.391,0.392,0.285,78.025,0.000937
891,I Get It In, Omarion Featuring Gucci Mane,spotify:track:2E6gb0Ngrvun6CUAUkvZPI,2009,0.721,0.797,0.00274,0.674,154.086,0
892,Breakeven, The Script,spotify:track:38xWaVFKaxZlMFvzNff2aW,2009,0.63,0.698,0.173,0.529,94.023,0
893,And I Am Telling You Im Not Going, Glee Cast,spotify:track:5qddWI3SMzfPbZaOSj9XGw,2009,0.378,0.609,0.498,0.191,123.7,0
894,(If Youre Wondering If I Want You To) I Want You To, Weezer,spotify:track:09aDV0TC2RfWFU5IwZfIdG,2009,0.704,0.869,0.00219,0.8,110.015,0.000117
895,Im Going In, Drake Featuring Lil Wayne & Young Jeezy,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
896,Video Phone, Beyonce Featuring Lady Gaga,spotify:track:2nX9948PslVYrrHUf6w0eL,2009,0.32,0.782,0.00203,0.527,78.05,0.000851
897,Drop It Low, Ester Dean Featuring Chris Brown,N/A,2009,N/A,N/A,N/A,N/A,N/A,N/A
898,Halfway Gone, Lifehouse,spotify:track:7AsqUKKbPMxOFNIbRLBxHt,2009,0.54,0.922,0.000814,0.481,124.996,0
899,Twang, George Strait,spotify:track:10Jl8nC5i4idX63nUk3mRj,2009,0.563,0.954,0.343,0.841,158.577,1.62e-05
900,Live Your Life, T.I. Featuring Rihanna,spotify:track:5a4WR95Rl26lCL2KYuldcJ,2008,0.646,0.808,0.0853,0.746,160.05,0.276
901,Single Ladies (Put A Ring On It), Beyonce,spotify:track:5R9a4t5t5O0IsznsrKPVro,2008,0.426,0.584,0.0383,0.272,193.437,0
902,Circus, Britney Spears,spotify:track:7jk7gqyEonmVVYahZN5zhW,2008,0.791,0.733,0.147,0.761,114.98,0.000381
903,Just Dance, Lady Gaga Featuring Colby O'Donis,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
904,Whatever You Like, T.I.,spotify:track:1IAzD1muglOxOcPbUHs70R,2008,0.68,0.687,0.0161,0.467,150.053,0
905,If I Were A Boy, Beyonce,spotify:track:26NX1wPt1TRCH536yocd6i,2008,0.632,0.518,0.107,0.427,90.007,0
906,Hot N Cold, Katy Perry,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,2008,0.706,0.841,7.95e-05,0.861,132.032,0
907,Love Lockdown, Kanye West,spotify:track:1kxeWHF9PrCVZHvVskv8lg,2008,0.756,0.529,0.0539,0.123,119.573,0.392
908,Miss Independent, Ne-Yo,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,2008,0.668,0.697,0.488,0.7,171.884,0
909,Womanizer, Britney Spears,spotify:track:4fixebDZAVToLbUCuEloa2,2008,0.724,0.695,0.073,0.235,139.0,0
910,Im Yours, Jason Mraz,spotify:track:1EzrEOXmMH3G43AXT1y7pA,2008,0.686,0.457,0.595,0.718,150.953,0
911,Love Story, Taylor Swift,spotify:track:1vrd6UOGamcKNGnSHJQlSt,2008,0.615,0.721,0.151,0.324,119.007,0
912,Right Now (Na Na Na), Akon,spotify:track:1ARJhjuI6TNYZCxYygFQ4F,2008,0.816,0.851,0.283,0.568,137.968,0
913,So What, P!nk,spotify:track:6qYGUxPjQt5PJtWdiNppZx,2008,0.535,0.886,0.000304,0.445,126.012,2.26e-06
914,Let It Rock, Kevin Rudolf Featuring Lil Wayne,spotify:track:70bcc6oaCznrl7ZYeBFh7T,2008,0.707,0.764,0.00104,0.654,112.029,0.000397
915,Heartless, Kanye West,spotify:track:4EWCNWgDS8707fNSZ1oaA5,2008,0.789,0.65,0.0401,0.617,87.983,0
916,Gotta Be Somebody, Nickelback,spotify:track:06T10fEzN8ZCcqzQZYA184,2008,0.536,0.89,0.000354,0.205,115.998,0.00165
917,Mrs. Officer, Lil Wayne Featuring Bobby Valentino & Kidd Kidd,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
918,Beautiful, Akon Featuring Colby O'Donis & Kardinal Offishall,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
919,You Found Me, The Fray,spotify:track:4IoYz8XqqdowINzfRrFnhi,2008,0.338,0.803,0.0187,0.4,151.994,0
920,Disturbia, Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,2008,0.706,0.794,0.11,0.729,124.93,0
921,Chicken Fried, Zac Brown Band,spotify:track:4dGJf1SER1T6ooX46vwzRB,2008,0.566,0.713,0.645,0.807,169.864,0
922,Cant Believe It, T-Pain Featuring Lil Wayne,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
923,Addicted, Saving Abel,spotify:track:3pxCXv0NACYfYnLjFcQW5D,2008,0.512,0.865,0.000821,0.529,138.017,0
924,Rehab, Rihanna,spotify:track:5X3ahLXhOw16BR09GjYPUT,2008,0.541,0.789,0.00361,0.448,80.075,1.86e-05
925,Better In Time, Leona Lewis,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,2008,0.584,0.7,0.512,0.549,163.953,2.43e-05
926,Green Light, John Legend Featuring Andre 3000,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
927,One More Drink, Ludacris Co-Starring T-Pain,spotify:track:3XrYVxmqDEFU725or3B59w,2008,0.558,0.773,0.0647,0.593,98.125,0
928,Chopped N Skrewed, T-Pain Featuring Ludacris,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
929,Pop Champagne, Jim Jones & Ron Browz Featuring Juelz Santana,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
930,Viva La Vida, Coldplay,spotify:track:1mea3bSkSGXuIRvnydlB5b,2008,0.485,0.619,0.0941,0.416,138.017,3.31e-06
931,Im So Paid, Akon Featuring Lil Wayne & Young Jeezy,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
932,Roll With Me, Montgomery Gentry,spotify:track:048fAgdSLnAbQZG1ePSUKb,2008,0.552,0.648,0.0533,0.407,142.159,0.00015
933,Bust Your Windows, Jazmine Sullivan,spotify:track:56z2qI0gKcPthQF6l8AW3E,2008,0.683,0.664,0.538,0.866,106.991,0
934,Crush, David Archuleta,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,2008,0.57,0.664,0.00836,0.487,162.084,1.2e-05
935,Shattered (Turn The Car Around), O.A.R.,spotify:track:32oh9wNU89gmX6CohLTdeG,2008,0.571,0.784,0.0175,0.462,105.973,0
936,Closer, Ne-Yo,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,2008,0.724,0.768,0.0268,0.53,125.998,2.44e-05
937,Spotlight, Jennifer Hudson,spotify:track:02QQXgeAghpU4smdM7l7We,2008,0.707,0.724,0.0448,0.659,108.984,0
938,Love Remains The Same, Gavin Rossdale,spotify:track:4dOXc4Suk5eig0jiCqCN5Y,2008,0.406,0.632,0.236,0.109,149.258,0
939,Human, The Killers,spotify:track:7KEajVD9AUG68onXRSFZTv,2008,0.557,0.824,0.0018,0.611,135.446,0.000542
940,Already Gone, Sugarland,spotify:track:6Gd842MwS4ySeBdQTU09sh,2008,0.313,0.613,0.204,0.373,154.775,1.88e-05
941,Swagga Like Us, Jay-Z & T.I. Featuring Kanye West & Lil Wayne,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
942,Decode, Paramore,spotify:track:5rrJOeJ2SMhtQjIPD8kmLr,2008,0.277,0.949,0.00155,0.232,164.102,0.000112
943,Fall For You, Secondhand Serenade,spotify:track:7lWF2mVr1KKbVnaT2nSlPo,2008,0.387,0.442,0.19,0.382,169.481,0
944,Forever, Chris Brown,spotify:track:7tAXHZdp9UpcYrHn7MZqfo,2008,0.672,0.819,0.0371,0.446,120.013,0.000184
945,Gives You Hell, The All-American Rejects,spotify:track:6ihL9TjfRjadfEePzXXyVF,2008,0.714,0.725,0.0156,0.59,99.988,0
946,Trading Places, Usher,spotify:track:5yC7WplXvhIHsp8NBYV5dT,2008,0.696,0.643,0.000153,0.332,146.005,1.03e-05
947,Let It Go, Tim McGraw,spotify:track:18wDkct4lkK046D6gcCASs,2008,0.541,0.596,0.333,0.204,79.697,0.000164
948,Just A Dream, Carrie Underwood,spotify:track:7g8OpS827dAYU067lZaR0L,2008,0.526,0.781,0.0613,0.358,142.06,0
949,Keeps Gettin Better, Christina Aguilera,spotify:track:1a7e4BJijCkokiqZrI8Vqr,2008,0.645,0.697,0.0739,0.25,130.001,0.000842
950,Here, Rascal Flatts,spotify:track:5YSW99IUAIiAj243jF7PBO,2008,0.425,0.596,0.407,0.214,145.977,0
951,White Horse, Taylor Swift,spotify:track:6wn61Fzx9XMxQmieLpoIhW,2008,0.583,0.354,0.356,0.199,92.526,0
952,Right Here (Departed), Brandy,spotify:track:06G1SCVVYRSDCFGMSnDvpv,2008,0.568,0.682,0.256,0.366,92.99,0
953,Untouched, The Veronicas,spotify:track:0KlahhzNb98zyN83Vwae0l,2008,0.557,0.783,0.0171,0.442,177.008,0.0172
954,My Life, The Game Featuring Lil Wayne,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
955,Light On, David Cook,spotify:track:7zmqbdEqmQWgU2wOoBPG83,2008,0.446,0.834,0.0794,0.363,132.034,0
956,She Wouldnt Be Gone, Blake Shelton,spotify:track:20xK9pC1cCJKnjtJ37YNOQ,2008,0.509,0.662,0.153,0.231,160.129,0
957,Start A Band, Brad Paisley Duet With Keith Urban,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
958,In Color, Jamey Johnson,spotify:track:7CNd7rjfVt74TFlcOcnZgN,2008,0.514,0.417,0.385,0.213,126.388,2.9e-06
959,I Dont Care, Fall Out Boy,spotify:track:7ewT0nLFkMD8ONbRibePr9,2008,0.521,0.936,0.00166,0.505,133.973,1.51e-05
960,T-Shirt, Shontelle,spotify:track:0m0FYyIbSDiASOlQ64GDO5,2008,0.652,0.661,0.0257,0.425,86.949,0
961,Swing, Savage Featuring Soulja Boy Tell'em,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
962,Country Boy, Alan Jackson,spotify:track:5RuCWf4bJC0rqA05b7nWfd,2008,0.73,0.684,0.259,0.564,139.037,1.53e-06
963,Feel That Fire, Dierks Bentley,spotify:track:19DnL1HnJiijuEfaiS0Eus,2008,0.624,0.915,0.141,0.815,108.046,0
964,Sober, P!nk,spotify:track:56elgHuzFP2aqqA0rUjRj1,2008,0.609,0.791,0.0753,0.395,90.948,0
965,Dont, Billy Currington,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,2008,0.503,0.824,0.083,0.448,161.981,0
966,Cowgirls Dont Cry, Brooks & Dunn Featuring Reba McEntire,spotify:track:54007AqKIiRCG69C3ySu0b,2008,0.648,0.75,0.0801,0.639,114.988,4.23e-06
967,Sex On Fire, Kings Of Leon,spotify:track:0ntQJM78wzOLVeCUAW7Y45,2008,0.542,0.905,0.00172,0.374,153.398,0.0104
968,See You In My Nightmares, Kanye West Featuring Lil Wayne,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
969,Shattered Glass, Britney Spears,spotify:track:3sJx8qerYrs92oqVAa9S0Z,2008,0.831,0.489,0.0483,0.376,120.054,1.33e-05
970,Lookin For A Good Time, Lady Antebellum,spotify:track:1Ec7xc3zWcd4ysMINmr9LW,2008,0.665,0.936,0.0146,0.848,122.003,0
971,Sweet Thing, Keith Urban,spotify:track:21zOTXChnP7ghgn3fVKuSF,2008,0.621,0.888,0.19,0.651,102.986,1.7e-05
972,I Hate This Part, The Pussycat Dolls,spotify:track:4mYd9FQyU5eekDJyVeIRgS,2008,0.746,0.61,0.0783,0.529,111.567,0
973,Put It On Ya, Plies Featuring Chris J,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
974,IfULeave, Musiq Soulchild Featuring Mary J. Blige,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
975,"Youre Gonna Go Far, Kid", The Offspring,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,2008,0.546,0.905,0.00511,0.598,126.12,0
976,Playa Cardz Right, Keyshia Cole Featuring 2Pac,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
977,Krazy, Pitbull Featuring Lil Jon,spotify:track:5knxa9j29AigAUHKxnB7m5,2008,0.772,0.843,0.0164,0.59,124.99,0.00316
978,God Love Her, Toby Keith,spotify:track:6ylIRHZgrcwOrfCMe010T3,2008,0.549,0.916,0.117,0.483,125.023,0.000221
979,Come On Get Higher, Matt Nathanson,spotify:track:38YgZVHPWOWsKrsCXz6JyP,2008,0.672,0.623,0.241,0.617,92.018,0
980,Love Remembers, Craig Morgan,spotify:track:2HTRbbAy1RHTsRbJ0RNcjM,2008,0.39,0.715,0.311,0.379,153.655,0
981,What About Now, Daughtry,spotify:track:07dtD7iciEL7vHqATMXg3V,2008,0.363,0.834,0.0629,0.275,161.972,0
982,Everybody Wants To Go To Heaven, Kenny Chesney With The Wailers,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
983,Get Up, 50 Cent,spotify:track:1CYyIsAaTrnmJ8MO2rec5f,2008,0.684,0.772,0.00254,0.302,82.492,0
984,Down The Road, Kenny Chesney With Mac McAnally,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
985,If U Seek Amy, Britney Spears,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,2008,0.717,0.587,0.0192,0.544,129.954,0
986,I Dont Care, Apocalyptica Featuring Adam Gontier,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
987,Thats Not My Name, The Ting Tings,spotify:track:2DNdEpV9UnsYjL6w1Dp1aS,2008,0.755,0.901,0.0451,0.959,145.042,0.0373
988,Broken, Lifehouse,spotify:track:5f6cTFoUenDiCJDGecYiuB,2008,0.538,0.708,0.114,0.482,130.648,0
989,Arab Money, Busta Rhymes Featuring Ron Browz,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
990,Second Chance, Shinedown,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,2008,0.46,0.796,0.00107,0.182,100.011,0
991,So Fly, Slim Featuring Yung Joc,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
992,Anything Goes, Randy Houser,spotify:track:7K4VxvIXXbDbaVn6ARbch1,2008,0.712,0.89,0.0558,0.853,112.033,4.1e-06
993,River Of Love, George Strait,spotify:track:4GWDHnXmJBZfxe3DWZcPmg,2008,0.513,0.818,0.646,0.902,79.44,0.0136
994,Universal Mind Control, Common Featuring Pharrell,N/A,2008,N/A,N/A,N/A,N/A,N/A,N/A
995,Bad Girlfriend, Theory Of A Deadman,spotify:track:5m7on0zpnmeAXy72ANrmfU,2008,0.504,0.957,0.00298,0.676,135.013,0
996,Mad, Ne-Yo,spotify:track:6Hn9Uc1mMNfqChXU3txNke,2008,0.729,0.652,0.652,0.685,129.987,0
997,Without You, Hinder,spotify:track:4xNfsvj9mOVnMTvHZZ8HNk,2008,0.417,0.828,0.0315,0.332,136.033,5.13e-06
998,No Me Doy Por Vencido, Luis Fonsi,spotify:track:4lerOTNr2tFWJCAmmhymhi,2008,0.368,0.649,0.429,0.476,171.976,0
999,Chasing Pavements, Adele,spotify:track:59tg0OPhiHlbsVZ9GFqUk5,2008,0.615,0.472,0.325,0.327,80.072,0
1000,No One, Alicia Keys,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,2007,0.649,0.552,0.03,0.158,89.969,6.47e-06
1001,Apologize, Timbaland Featuring OneRepublic,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1002,Low, Flo Rida Featuring T-Pain,spotify:track:6jROpNmyKw7qsazdsElSZl,2007,0.881,0.587,0.387,0.972,128.0,0.28
1003,Kiss Kiss, Chris Brown Featuring T-Pain,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1004,Clumsy, Fergie,spotify:track:50xeLNGKmskmYUSINhqvfa,2007,0.728,0.582,0.196,0.417,184.045,0.000632
1005,Bubbly, Colbie Caillat,spotify:track:0rFOs9paloAvEtzwDX1Kmc,2007,0.664,0.491,0.594,0.24,127.97,0
1006,Hate That I Love You, Rihanna Featuring Ne-Yo,spotify:track:2IefsDKjQIAzcP9WgBn6Aq,2007,0.739,0.615,0.318,0.729,94.0,0.349
1007,Paralyzer, Finger Eleven,spotify:track:28IEbk5a7twNTbUEvWslUb,2007,0.645,0.941,0.169,0.881,106.015,0
1008,Good Life, Kanye West Featuring T-Pain,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1009,Tattoo, Jordin Sparks,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,2007,0.566,0.766,0.431,0.547,168.005,0
1010,Crank That (Soulja Boy), Soulja Boy Tell'em,spotify:track:3cm040EWro2UVWOxLr4G90,2007,0.8,0.318,0.0372,0.238,140.182,0.581
1011,Cyclone, Baby Bash Featuring T-Pain,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1012,Stronger, Kanye West,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,2007,0.625,0.726,0.00728,0.483,103.98,0
1013,Cant Help But Wait, Trey Songz,spotify:track:5k3VjTwIsOjQ2woGz3Yx71,2007,0.699,0.699,0.358,0.611,94.977,0
1014,Duffle Bag Boy, Playaz Circle Featuring Lil Wayne,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1015,Hypnotized, Plies Featuring Akon,spotify:track:6PCLAkqlGfk5SoAp8OmpIm,2007,0.79,0.473,7.94e-05,0.257,116.584,0.785
1016,The Way I Are, Timbaland Featuring Keri Hilson,spotify:track:2NkDQv8y2DkoYQURdiZCOk,2007,0.612,0.946,0.0104,0.937,119.966,2.64e-06
1017,Love Like This, Natasha Bedingfield Featuring Sean Kingston,spotify:track:5coEOBT0aQ8LjCErzj1wq5,2007,0.748,0.664,0.00917,0.886,77.004,0.098
1018,Like Youll Never See Me Again, Alicia Keys,spotify:track:0NWJPV3utX0J4tfwzyotNB,2007,0.548,0.658,0.164,0.276,127.892,0.000132
1019,Sweetest Girl (Dollar Bill)," Wyclef Jean Featuring Akon, Lil Wayne & Niia",N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1020,Take You There, Sean Kingston,spotify:track:6AdLyvisRKHLAwARaZMGr6,2007,0.752,0.921,0.0182,0.634,115.033,0
1021,Our Song, Taylor Swift,spotify:track:15DeqWWQB4dcEWzJg15VrN,2007,0.543,0.686,0.114,0.555,177.874,0
1022,Until The End Of Time, Justin Timberlake Duet With Beyonce,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1023,Shawty Is A 10, The-Dream,spotify:track:1O6eDBLR0o6TG6ooEXRis2,2007,0.782,0.387,0.227,0.511,75.013,0
1024,How Far Weve Come, matchbox twenty,spotify:track:0gbLfFlEyVHiKzlZIb0gce,2007,0.566,0.906,0.00452,0.787,83.0,0
1025,Im So Hood," DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1026,Over You, Daughtry,spotify:track:7mXmxXLAnsvXKt4Q37KoMI,2007,0.424,0.917,0.0172,0.554,156.071,0
1027,Bed, J. Holiday,spotify:track:6TlRNJaezOdzdECnQeRuMM,2007,0.684,0.606,0.17,0.723,127.901,0
1028,Just Fine, Mary J. Blige,spotify:track:33vzOPcd9FRirYGlCu32x4,2007,0.924,0.771,0.0334,0.627,123.018,0.00011
1029,Teardrops On My Guitar, Taylor Swift,spotify:track:7zMcNqs55Mxer82bvZFkpg,2007,0.617,0.422,0.303,0.264,99.966,0
1030,I Dont Wanna Be In Love (Dance Floor Anthem), Good Charlotte,spotify:track:6BLLQndvA0rLbLcIZmuuEJ,2007,0.64,0.884,0.0226,0.573,124.968,0
1031,Big Girls Dont Cry, Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,2007,0.712,0.647,0.239,0.292,113.116,0
1032,Into The Night, Santana Featuring Chad Kroeger,N/A,2007,N/A,N/A,N/A,N/A,N/A,N/A
1033,Misery Business, Paramore,spotify:track:6SpLc7EXZIPpy0sVko0aoU,2007,0.517,0.906,0.00272,0.731,172.977,9.26e-06
1034,Stay, Sugarland,spotify:track:0jn2XqaHliEpWd04ZykIHy,2007,0.554,0.284,0.769,0.444,134.977,0
1035,Who Knew, P!nk,spotify:track:7FpoD2ZlcBSj05rEHSZoiB,2007,0.691,0.749,0.00559,0.473,140.014,0
1036,Shadow Of The Day, Linkin Park,spotify:track:0OYcEfskah1egYHjYRvbg1,2007,0.534,0.393,0.00479,0.0641,110.007,0.0107
